InvoiceNo,Customer ID,InvoiceDate,StockCode,Description,Category,Quantity,UnitPrice,Discount Applied Order,LineTotal
INV101564,236,03-02-2026,SKU020,Makeup Kit,Beauty & Personal Care,1,38.7,FALSE,38.7
INV101565,236,07-02-2026,SKU018,Perfume 50ml,Beauty & Personal Care,3,40.51,FALSE,121.53
INV101565,236,07-02-2026,SKU006,Men's Casual Shirt,Apparel,3,26.54,FALSE,79.62
INV101565,236,07-02-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,4,40.91,FALSE,163.64
INV101565,236,07-02-2026,SKU003,Smartwatch,Electronics,1,140.37,FALSE,140.37
INV101565,236,07-02-2026,SKU028,Fountain Pen,Books & Stationery,5,16.61,FALSE,83.05
INV101566,236,11-02-2026,SKU003,Smartwatch,Electronics,2,129.05,FALSE,258.1
INV101566,236,11-02-2026,SKU014,Memory Foam Pillow,Home & Kitchen,3,28.74,FALSE,86.22
INV101566,236,11-02-2026,SKU030,Sketchbook,Books & Stationery,3,9.49,FALSE,28.47
INV101566,236,11-02-2026,SKU016,Moisturizing Face Cream,Beauty & Personal Care,2,16.33,FALSE,32.66
INV101567,236,24-02-2026,SKU001,Wireless Earbuds,Electronics,5,50.18,FALSE,250.9
INV101567,236,24-02-2026,SKU021,Yoga Mat,Sports & Outdoors,3,21.77,FALSE,65.31
INV101568,236,14-03-2026,SKU002,Bluetooth Speaker,Electronics,5,32.65,FALSE,163.25
INV101568,236,14-03-2026,SKU021,Yoga Mat,Sports & Outdoors,3,23.72,FALSE,71.16
INV101568,236,14-03-2026,SKU017,Hair Dryer,Beauty & Personal Care,2,28.71,FALSE,57.42
INV101568,236,14-03-2026,SKU014,Memory Foam Pillow,Home & Kitchen,5,31.22,FALSE,156.1
INV101569,236,20-04-2026,SKU014,Memory Foam Pillow,Home & Kitchen,1,28.59,FALSE,28.59
INV101570,236,23-05-2026,SKU010,Winter Jacket,Apparel,3,85.35,FALSE,256.05
INV101570,236,23-05-2026,SKU007,Women's Summer Dress,Apparel,1,38.36,FALSE,38.36
INV101570,236,23-05-2026,SKU009,Running Shoes,Apparel,4,62.42,FALSE,249.68
INV101570,236,23-05-2026,SKU011,Non-Stick Frying Pan,Home & Kitchen,3,23.8,FALSE,71.4
INV101571,236,03-07-2026,SKU011,Non-Stick Frying Pan,Home & Kitchen,2,23.06,FALSE,46.12
INV101572,237,06-06-2026,SKU002,Bluetooth Speaker,Electronics,2,35.09,FALSE,70.18
INV101572,237,06-06-2026,SKU004,USB-C Charging Cable,Electronics,2,9.91,FALSE,19.82
INV101573,237,15-06-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,1,32.61,TRUE,32.61
INV101573,237,15-06-2026,SKU014,Memory Foam Pillow,Home & Kitchen,3,27.92,TRUE,83.76
INV101574,237,28-06-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,4,33.63,FALSE,134.52
INV101575,237,17-07-2026,SKU010,Winter Jacket,Apparel,2,74.08,TRUE,148.16
INV101575,237,17-07-2026,SKU012,Ceramic Dinner Set,Home & Kitchen,5,47.96,TRUE,239.8
INV101575,237,17-07-2026,SKU025,Water Bottle 1L,Sports & Outdoors,2,10.82,TRUE,21.64
INV101576,237,20-07-2026,SKU024,Cycling Helmet,Sports & Outdoors,3,27.91,TRUE,83.73
INV101576,237,20-07-2026,SKU008,Denim Jeans,Apparel,3,38.58,TRUE,115.74
INV101576,237,20-07-2026,SKU029,Desk Organizer,Books & Stationery,1,12.81,TRUE,12.81
INV101576,237,20-07-2026,SKU007,Women's Summer Dress,Apparel,2,37.2,TRUE,74.4
INV101576,237,20-07-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,5,31.02,TRUE,155.1
INV101577,238,19-04-2025,SKU027,Notebook Set (3-pack),Books & Stationery,5,8.55,FALSE,42.75
INV101577,238,19-04-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,3,20.39,FALSE,61.17
INV101577,238,19-04-2025,SKU024,Cycling Helmet,Sports & Outdoors,3,27.38,FALSE,82.14
INV101578,238,29-04-2025,SKU025,Water Bottle 1L,Sports & Outdoors,2,12.7,FALSE,25.4
INV101578,238,29-04-2025,SKU008,Denim Jeans,Apparel,3,45.22,FALSE,135.66
INV101578,238,29-04-2025,SKU012,Ceramic Dinner Set,Home & Kitchen,3,56.95,FALSE,170.85
INV101578,238,29-04-2025,SKU015,Cotton Bedsheet Set,Home & Kitchen,5,32.58,FALSE,162.9
INV101579,238,06-06-2025,SKU027,Notebook Set (3-pack),Books & Stationery,5,9.6,FALSE,48
INV101579,238,06-06-2025,SKU009,Running Shoes,Apparel,2,61.05,FALSE,122.1
INV101579,238,06-06-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,1,20.64,FALSE,20.64
INV101580,238,12-06-2025,SKU001,Wireless Earbuds,Electronics,4,50.3,FALSE,201.2
INV101580,238,12-06-2025,SKU025,Water Bottle 1L,Sports & Outdoors,2,12.38,FALSE,24.76
INV101580,238,12-06-2025,SKU022,Dumbbell Set 10kg,Sports & Outdoors,2,37.69,FALSE,75.38
INV101581,238,31-07-2025,SKU022,Dumbbell Set 10kg,Sports & Outdoors,1,39.6,FALSE,39.6
INV101581,238,31-07-2025,SKU024,Cycling Helmet,Sports & Outdoors,5,29.26,FALSE,146.3
INV101581,238,31-07-2025,SKU014,Memory Foam Pillow,Home & Kitchen,5,29.31,FALSE,146.55
INV101582,238,09-08-2025,SKU029,Desk Organizer,Books & Stationery,5,15.01,FALSE,75.05
INV101582,238,09-08-2025,SKU004,USB-C Charging Cable,Electronics,2,9.38,FALSE,18.76
INV101582,238,09-08-2025,SKU026,Bestselling Novel,Books & Stationery,1,14.44,FALSE,14.44
INV101582,238,09-08-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,4,16.74,FALSE,66.96
INV101583,238,31-08-2025,SKU006,Men's Casual Shirt,Apparel,2,23.66,FALSE,47.32
INV101584,238,27-12-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,5,70.02,FALSE,350.1
INV101584,238,27-12-2025,SKU020,Makeup Kit,Beauty & Personal Care,5,38.2,FALSE,191
INV101584,238,27-12-2025,SKU028,Fountain Pen,Books & Stationery,4,16.06,FALSE,64.24
INV101585,238,22-01-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,5,35.31,FALSE,176.55
INV101585,238,22-01-2026,SKU029,Desk Organizer,Books & Stationery,1,16.18,FALSE,16.18
INV101585,238,22-01-2026,SKU005,Laptop Sleeve,Electronics,3,21.56,FALSE,64.68
INV101586,238,25-01-2026,SKU006,Men's Casual Shirt,Apparel,1,24.56,FALSE,24.56
INV101586,238,25-01-2026,SKU007,Women's Summer Dress,Apparel,3,42.4,FALSE,127.2
INV101586,238,25-01-2026,SKU002,Bluetooth Speaker,Electronics,5,34,FALSE,170
INV101587,238,25-04-2026,SKU016,Moisturizing Face Cream,Beauty & Personal Care,5,16.67,FALSE,83.35
INV101588,238,04-06-2026,SKU008,Denim Jeans,Apparel,4,42.49,FALSE,169.96
INV101588,238,04-06-2026,SKU020,Makeup Kit,Beauty & Personal Care,1,37.67,FALSE,37.67
INV101588,238,04-06-2026,SKU006,Men's Casual Shirt,Apparel,1,24.99,FALSE,24.99
INV101588,238,04-06-2026,SKU017,Hair Dryer,Beauty & Personal Care,4,27.06,FALSE,108.24
INV101588,238,04-06-2026,SKU005,Laptop Sleeve,Electronics,2,19.64,FALSE,39.28
INV101589,238,23-06-2026,SKU023,Camping Tent 2-Person,Sports & Outdoors,2,73.64,FALSE,147.28
INV101589,238,23-06-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,2,32.84,FALSE,65.68
INV101590,239,04-11-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,2,69.85,FALSE,139.7
INV101590,239,04-11-2025,SKU009,Running Shoes,Apparel,3,63.86,FALSE,191.58
INV101590,239,04-11-2025,SKU022,Dumbbell Set 10kg,Sports & Outdoors,2,41.37,FALSE,82.74
INV101590,239,04-11-2025,SKU015,Cotton Bedsheet Set,Home & Kitchen,2,37.49,FALSE,74.98
INV101590,239,04-11-2025,SKU029,Desk Organizer,Books & Stationery,1,16.18,FALSE,16.18
INV101591,239,15-11-2025,SKU018,Perfume 50ml,Beauty & Personal Care,5,37.97,TRUE,189.85
INV101592,239,03-12-2025,SKU002,Bluetooth Speaker,Electronics,3,31.81,TRUE,95.43
INV101593,239,30-01-2026,SKU024,Cycling Helmet,Sports & Outdoors,4,30.15,FALSE,120.6
INV101593,239,30-01-2026,SKU012,Ceramic Dinner Set,Home & Kitchen,3,57.86,FALSE,173.58
INV101594,239,04-02-2026,SKU024,Cycling Helmet,Sports & Outdoors,5,22.88,TRUE,114.4
INV101594,239,04-02-2026,SKU011,Non-Stick Frying Pan,Home & Kitchen,5,18.87,TRUE,94.35
INV101594,239,04-02-2026,SKU007,Women's Summer Dress,Apparel,3,32.94,TRUE,98.82
INV101594,239,04-02-2026,SKU012,Ceramic Dinner Set,Home & Kitchen,1,47.96,TRUE,47.96
INV101595,239,24-02-2026,SKU020,Makeup Kit,Beauty & Personal Care,3,39.34,FALSE,118.02
INV101595,239,24-02-2026,SKU014,Memory Foam Pillow,Home & Kitchen,1,31.53,FALSE,31.53
INV101595,239,24-02-2026,SKU028,Fountain Pen,Books & Stationery,3,17.55,FALSE,52.65
INV101595,239,24-02-2026,SKU025,Water Bottle 1L,Sports & Outdoors,3,11.23,FALSE,33.69
INV101595,239,24-02-2026,SKU021,Yoga Mat,Sports & Outdoors,2,22.75,FALSE,45.5
INV101596,239,08-03-2026,SKU004,USB-C Charging Cable,Electronics,1,9.23,FALSE,9.23
INV101596,239,08-03-2026,SKU028,Fountain Pen,Books & Stationery,1,16.1,FALSE,16.1
INV101596,239,08-03-2026,SKU011,Non-Stick Frying Pan,Home & Kitchen,4,23.8,FALSE,95.2
INV101596,239,08-03-2026,SKU009,Running Shoes,Apparel,2,60.63,FALSE,121.26
INV101596,239,08-03-2026,SKU003,Smartwatch,Electronics,1,129.29,FALSE,129.29
INV101597,239,11-03-2026,SKU019,Electric Toothbrush,Beauty & Personal Care,1,17.68,TRUE,17.68
INV101597,239,11-03-2026,SKU026,Bestselling Novel,Books & Stationery,3,11.34,TRUE,34.02
INV101597,239,11-03-2026,SKU021,Yoga Mat,Sports & Outdoors,2,19.77,TRUE,39.54
INV101597,239,11-03-2026,SKU013,LED Desk Lamp,Home & Kitchen,3,14.68,TRUE,44.04
INV101597,239,11-03-2026,SKU007,Women's Summer Dress,Apparel,3,35.63,TRUE,106.89
INV101598,239,24-03-2026,SKU014,Memory Foam Pillow,Home & Kitchen,2,27.37,TRUE,54.74
INV101598,239,24-03-2026,SKU025,Water Bottle 1L,Sports & Outdoors,4,10.65,TRUE,42.6
INV101598,239,24-03-2026,SKU015,Cotton Bedsheet Set,Home & Kitchen,5,31.03,TRUE,155.15
INV101599,239,27-03-2026,SKU003,Smartwatch,Electronics,1,107.68,TRUE,107.68
INV101599,239,27-03-2026,SKU004,USB-C Charging Cable,Electronics,1,9.03,TRUE,9.03
INV101599,239,27-03-2026,SKU007,Women's Summer Dress,Apparel,2,32.96,TRUE,65.92
INV101599,239,27-03-2026,SKU006,Men's Casual Shirt,Apparel,1,21.64,TRUE,21.64
INV101599,239,27-03-2026,SKU030,Sketchbook,Books & Stationery,3,8.32,TRUE,24.96
INV101600,239,24-04-2026,SKU028,Fountain Pen,Books & Stationery,1,14.97,TRUE,14.97
INV101600,239,24-04-2026,SKU011,Non-Stick Frying Pan,Home & Kitchen,3,20.24,TRUE,60.72
INV101601,239,27-04-2026,SKU018,Perfume 50ml,Beauty & Personal Care,4,43.13,FALSE,172.52
INV101601,239,27-04-2026,SKU023,Camping Tent 2-Person,Sports & Outdoors,1,73.93,FALSE,73.93
INV101601,239,27-04-2026,SKU005,Laptop Sleeve,Electronics,4,19.44,FALSE,77.76
INV101601,239,27-04-2026,SKU016,Moisturizing Face Cream,Beauty & Personal Care,3,15.09,FALSE,45.27
INV101601,239,27-04-2026,SKU030,Sketchbook,Books & Stationery,2,10.46,FALSE,20.92
INV101602,239,10-05-2026,SKU009,Running Shoes,Apparel,5,64.96,FALSE,324.8
INV101602,239,10-05-2026,SKU021,Yoga Mat,Sports & Outdoors,5,20.48,FALSE,102.4
INV101602,239,10-05-2026,SKU029,Desk Organizer,Books & Stationery,4,14.61,FALSE,58.44
INV101603,239,21-05-2026,SKU014,Memory Foam Pillow,Home & Kitchen,5,31.05,FALSE,155.25
INV101603,239,21-05-2026,SKU009,Running Shoes,Apparel,2,67.17,FALSE,134.34
INV101603,239,21-05-2026,SKU017,Hair Dryer,Beauty & Personal Care,3,28.99,FALSE,86.97
INV101604,239,24-07-2026,SKU016,Moisturizing Face Cream,Beauty & Personal Care,4,15.23,TRUE,60.92
INV101604,239,24-07-2026,SKU008,Denim Jeans,Apparel,3,41.14,TRUE,123.42
INV101604,239,24-07-2026,SKU017,Hair Dryer,Beauty & Personal Care,1,26.87,TRUE,26.87
INV101604,239,24-07-2026,SKU021,Yoga Mat,Sports & Outdoors,3,18.73,TRUE,56.19
INV101605,240,19-09-2024,SKU001,Wireless Earbuds,Electronics,1,47,FALSE,47
INV101606,240,02-11-2024,SKU024,Cycling Helmet,Sports & Outdoors,5,26.91,FALSE,134.55
INV101606,240,02-11-2024,SKU023,Camping Tent 2-Person,Sports & Outdoors,1,79.85,FALSE,79.85
INV101606,240,02-11-2024,SKU004,USB-C Charging Cable,Electronics,4,9.2,FALSE,36.8
INV101606,240,02-11-2024,SKU008,Denim Jeans,Apparel,4,43.64,FALSE,174.56
INV101606,240,02-11-2024,SKU026,Bestselling Novel,Books & Stationery,4,13.81,FALSE,55.24
INV101607,240,23-11-2024,SKU021,Yoga Mat,Sports & Outdoors,3,21.85,FALSE,65.55
INV101607,240,23-11-2024,SKU010,Winter Jacket,Apparel,2,93.18,FALSE,186.36
INV101607,240,23-11-2024,SKU005,Laptop Sleeve,Electronics,2,18.72,FALSE,37.44
INV101607,240,23-11-2024,SKU026,Bestselling Novel,Books & Stationery,1,13.25,FALSE,13.25
INV101608,240,24-03-2025,SKU004,USB-C Charging Cable,Electronics,1,9.42,FALSE,9.42
INV101608,240,24-03-2025,SKU014,Memory Foam Pillow,Home & Kitchen,4,28.44,FALSE,113.76
INV101608,240,24-03-2025,SKU008,Denim Jeans,Apparel,5,43.39,FALSE,216.95
INV101609,240,04-05-2025,SKU005,Laptop Sleeve,Electronics,2,19.82,FALSE,39.64
INV101610,240,21-06-2025,SKU011,Non-Stick Frying Pan,Home & Kitchen,5,23.59,FALSE,117.95
INV101610,240,21-06-2025,SKU014,Memory Foam Pillow,Home & Kitchen,3,30.74,FALSE,92.22
INV101610,240,21-06-2025,SKU025,Water Bottle 1L,Sports & Outdoors,3,11.11,FALSE,33.33
INV101610,240,21-06-2025,SKU015,Cotton Bedsheet Set,Home & Kitchen,5,37.55,FALSE,187.75
INV101611,240,27-06-2025,SKU020,Makeup Kit,Beauty & Personal Care,2,37.75,FALSE,75.5
INV101611,240,27-06-2025,SKU001,Wireless Earbuds,Electronics,1,50.37,FALSE,50.37
INV101611,240,27-06-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,2,20.86,FALSE,41.72
INV101611,240,27-06-2025,SKU014,Memory Foam Pillow,Home & Kitchen,1,29.22,FALSE,29.22
INV101611,240,27-06-2025,SKU012,Ceramic Dinner Set,Home & Kitchen,5,56.69,FALSE,283.45
INV101612,240,26-07-2025,SKU006,Men's Casual Shirt,Apparel,3,25.51,FALSE,76.53
INV101613,240,20-09-2025,SKU026,Bestselling Novel,Books & Stationery,4,14.58,FALSE,58.32
INV101613,240,20-09-2025,SKU004,USB-C Charging Cable,Electronics,3,9.26,FALSE,27.78
INV101614,240,23-10-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,2,70.73,FALSE,141.46
INV101614,240,23-10-2025,SKU001,Wireless Earbuds,Electronics,3,49.62,FALSE,148.86
INV101614,240,23-10-2025,SKU007,Women's Summer Dress,Apparel,1,42.41,FALSE,42.41
INV101614,240,23-10-2025,SKU006,Men's Casual Shirt,Apparel,4,25.66,FALSE,102.64
INV101614,240,23-10-2025,SKU028,Fountain Pen,Books & Stationery,3,16.65,FALSE,49.95
INV101615,240,08-11-2025,SKU022,Dumbbell Set 10kg,Sports & Outdoors,1,40.99,FALSE,40.99
INV101615,240,08-11-2025,SKU003,Smartwatch,Electronics,5,126.89,FALSE,634.45
INV101615,240,08-11-2025,SKU014,Memory Foam Pillow,Home & Kitchen,2,29.98,FALSE,59.96
INV101615,240,08-11-2025,SKU013,LED Desk Lamp,Home & Kitchen,5,17.09,FALSE,85.45
INV101615,240,08-11-2025,SKU006,Men's Casual Shirt,Apparel,1,25.69,FALSE,25.69
INV101616,240,12-01-2026,SKU029,Desk Organizer,Books & Stationery,2,15.81,FALSE,31.62
INV101616,240,12-01-2026,SKU003,Smartwatch,Electronics,4,129.32,FALSE,517.28
INV101616,240,12-01-2026,SKU025,Water Bottle 1L,Sports & Outdoors,3,12.68,FALSE,38.04
INV101617,240,08-06-2026,SKU004,USB-C Charging Cable,Electronics,2,9.36,FALSE,18.72
INV101617,240,08-06-2026,SKU008,Denim Jeans,Apparel,3,44,FALSE,132
INV101617,240,08-06-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,5,37.95,FALSE,189.75
INV101618,240,18-06-2026,SKU027,Notebook Set (3-pack),Books & Stationery,3,8.48,FALSE,25.44
INV101618,240,18-06-2026,SKU009,Running Shoes,Apparel,3,65.63,FALSE,196.89
INV101619,241,07-04-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,4,74.37,FALSE,297.48
INV101619,241,07-04-2025,SKU021,Yoga Mat,Sports & Outdoors,5,20.59,FALSE,102.95
INV101619,241,07-04-2025,SKU001,Wireless Earbuds,Electronics,5,53.03,FALSE,265.15
INV101619,241,07-04-2025,SKU025,Water Bottle 1L,Sports & Outdoors,3,11.84,FALSE,35.52
INV101620,241,18-06-2025,SKU017,Hair Dryer,Beauty & Personal Care,1,21.65,TRUE,21.65
INV101620,241,18-06-2025,SKU014,Memory Foam Pillow,Home & Kitchen,4,24.24,TRUE,96.96
INV101620,241,18-06-2025,SKU018,Perfume 50ml,Beauty & Personal Care,5,34.52,TRUE,172.6
INV101620,241,18-06-2025,SKU004,USB-C Charging Cable,Electronics,4,7.7,TRUE,30.8
INV101620,241,18-06-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,4,15.96,TRUE,63.84
INV101621,241,23-06-2025,SKU001,Wireless Earbuds,Electronics,2,37.49,TRUE,74.98
INV101621,241,23-06-2025,SKU015,Cotton Bedsheet Set,Home & Kitchen,5,28.41,TRUE,142.05
INV101621,241,23-06-2025,SKU005,Laptop Sleeve,Electronics,1,16.46,TRUE,16.46
INV101622,241,16-09-2025,SKU007,Women's Summer Dress,Apparel,5,42.71,FALSE,213.55
INV101623,241,22-09-2025,SKU009,Running Shoes,Apparel,3,69.14,FALSE,207.42
INV101623,241,22-09-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,2,15.2,FALSE,30.4
INV101623,241,22-09-2025,SKU007,Women's Summer Dress,Apparel,4,36.87,FALSE,147.48
INV101623,241,22-09-2025,SKU003,Smartwatch,Electronics,1,123.38,FALSE,123.38
INV101624,242,07-04-2025,SKU013,LED Desk Lamp,Home & Kitchen,2,17.65,FALSE,35.3
INV101624,242,07-04-2025,SKU020,Makeup Kit,Beauty & Personal Care,3,35.14,FALSE,105.42
INV101624,242,07-04-2025,SKU003,Smartwatch,Electronics,2,135.21,FALSE,270.42
INV101624,242,07-04-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,3,16.64,FALSE,49.92
INV101624,242,07-04-2025,SKU015,Cotton Bedsheet Set,Home & Kitchen,3,35.09,FALSE,105.27
INV101625,242,10-04-2025,SKU011,Non-Stick Frying Pan,Home & Kitchen,4,21.35,FALSE,85.4
INV101625,242,10-04-2025,SKU018,Perfume 50ml,Beauty & Personal Care,3,42.14,FALSE,126.42
INV101626,242,06-05-2025,SKU013,LED Desk Lamp,Home & Kitchen,2,17.63,FALSE,35.26
INV101627,242,04-07-2025,SKU028,Fountain Pen,Books & Stationery,4,17.46,FALSE,69.84
INV101627,242,04-07-2025,SKU018,Perfume 50ml,Beauty & Personal Care,3,45,FALSE,135
INV101627,242,04-07-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,2,19.66,FALSE,39.32
INV101627,242,04-07-2025,SKU025,Water Bottle 1L,Sports & Outdoors,4,12.82,FALSE,51.28
INV101627,242,04-07-2025,SKU030,Sketchbook,Books & Stationery,5,10.03,FALSE,50.15
INV101628,242,14-07-2025,SKU008,Denim Jeans,Apparel,2,46.06,FALSE,92.12
INV101628,242,14-07-2025,SKU002,Bluetooth Speaker,Electronics,4,36.02,FALSE,144.08
INV101628,242,14-07-2025,SKU028,Fountain Pen,Books & Stationery,3,17.75,FALSE,53.25
INV101628,242,14-07-2025,SKU027,Notebook Set (3-pack),Books & Stationery,4,9.64,FALSE,38.56
INV101629,243,25-05-2026,SKU024,Cycling Helmet,Sports & Outdoors,2,26.72,FALSE,53.44
INV101629,243,25-05-2026,SKU028,Fountain Pen,Books & Stationery,5,15.71,FALSE,78.55
INV101629,243,25-05-2026,SKU018,Perfume 50ml,Beauty & Personal Care,2,44.03,FALSE,88.06
INV101629,243,25-05-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,2,43.18,FALSE,86.36
INV101629,243,25-05-2026,SKU010,Winter Jacket,Apparel,5,89.25,FALSE,446.25
INV101630,243,28-05-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,1,43.02,FALSE,43.02
INV101631,243,29-06-2026,SKU020,Makeup Kit,Beauty & Personal Care,4,34.6,FALSE,138.4
INV101632,243,11-07-2026,SKU018,Perfume 50ml,Beauty & Personal Care,5,45.35,FALSE,226.75
INV101632,243,11-07-2026,SKU021,Yoga Mat,Sports & Outdoors,3,22.49,FALSE,67.47
INV101632,243,11-07-2026,SKU020,Makeup Kit,Beauty & Personal Care,3,35.37,FALSE,106.11
INV101632,243,11-07-2026,SKU028,Fountain Pen,Books & Stationery,3,16.94,FALSE,50.82
INV101633,244,23-05-2025,SKU014,Memory Foam Pillow,Home & Kitchen,3,31.79,FALSE,95.37
INV101634,244,07-11-2025,SKU002,Bluetooth Speaker,Electronics,5,36.65,FALSE,183.25
INV101635,244,03-12-2025,SKU021,Yoga Mat,Sports & Outdoors,1,23.07,FALSE,23.07
INV101635,244,03-12-2025,SKU026,Bestselling Novel,Books & Stationery,4,13.15,FALSE,52.6
INV101635,244,03-12-2025,SKU003,Smartwatch,Electronics,2,121.24,FALSE,242.48
INV101636,244,23-01-2026,SKU001,Wireless Earbuds,Electronics,4,48.29,FALSE,193.16
INV101636,244,23-01-2026,SKU022,Dumbbell Set 10kg,Sports & Outdoors,4,37.54,FALSE,150.16
INV101636,244,23-01-2026,SKU008,Denim Jeans,Apparel,2,42.92,FALSE,85.84
INV101636,244,23-01-2026,SKU029,Desk Organizer,Books & Stationery,2,15.55,FALSE,31.1
INV101637,244,08-04-2026,SKU006,Men's Casual Shirt,Apparel,4,23.12,FALSE,92.48
INV101637,244,08-04-2026,SKU003,Smartwatch,Electronics,2,132,FALSE,264
INV101637,244,08-04-2026,SKU004,USB-C Charging Cable,Electronics,2,10.24,FALSE,20.48
INV101638,244,10-06-2026,SKU002,Bluetooth Speaker,Electronics,3,37.6,FALSE,112.8
INV101638,244,10-06-2026,SKU007,Women's Summer Dress,Apparel,2,42.29,FALSE,84.58
INV101638,244,10-06-2026,SKU006,Men's Casual Shirt,Apparel,3,25.57,FALSE,76.71
INV101638,244,10-06-2026,SKU030,Sketchbook,Books & Stationery,5,10.49,FALSE,52.45
INV101639,245,03-04-2025,SKU009,Running Shoes,Apparel,3,57.61,TRUE,172.83
INV101639,245,03-04-2025,SKU010,Winter Jacket,Apparel,5,73.09,TRUE,365.45
INV101639,245,03-04-2025,SKU023,Camping Tent 2-Person,Sports & Outdoors,4,65.74,TRUE,262.96
INV101639,245,03-04-2025,SKU029,Desk Organizer,Books & Stationery,4,13.87,TRUE,55.48
INV101639,245,03-04-2025,SKU011,Non-Stick Frying Pan,Home & Kitchen,2,18.54,TRUE,37.08
INV101640,245,17-04-2025,SKU004,USB-C Charging Cable,Electronics,2,8.3,TRUE,16.6
INV101640,245,17-04-2025,SKU005,Laptop Sleeve,Electronics,3,16.62,TRUE,49.86
INV101640,245,17-04-2025,SKU008,Denim Jeans,Apparel,4,36.3,TRUE,145.2
INV101640,245,17-04-2025,SKU017,Hair Dryer,Beauty & Personal Care,3,22.12,TRUE,66.36
INV101641,245,24-04-2025,SKU015,Cotton Bedsheet Set,Home & Kitchen,3,37.45,FALSE,112.35
INV101642,245,11-07-2025,SKU010,Winter Jacket,Apparel,1,93.07,FALSE,93.07
INV101642,245,11-07-2025,SKU013,LED Desk Lamp,Home & Kitchen,1,16.58,FALSE,16.58
INV101642,245,11-07-2025,SKU001,Wireless Earbuds,Electronics,4,47.3,FALSE,189.2
INV101642,245,11-07-2025,SKU020,Makeup Kit,Beauty & Personal Care,4,35.1,FALSE,140.4
INV101643,245,20-07-2025,SKU025,Water Bottle 1L,Sports & Outdoors,4,10.97,TRUE,43.88
INV101643,245,20-07-2025,SKU005,Laptop Sleeve,Electronics,2,16.48,TRUE,32.96
INV101643,245,20-07-2025,SKU007,Women's Summer Dress,Apparel,1,36.04,TRUE,36.04
INV101644,245,23-07-2025,SKU025,Water Bottle 1L,Sports & Outdoors,4,9.45,TRUE,37.8
INV101644,245,23-07-2025,SKU003,Smartwatch,Electronics,3,108.6,TRUE,325.8
INV101644,245,23-07-2025,SKU019,Electric Toothbrush,Beauty & Personal Care,3,17.58,TRUE,52.74
INV101645,245,26-07-2025,SKU022,Dumbbell Set 10kg,Sports & Outdoors,4,35.86,TRUE,143.44
INV101645,245,26-07-2025,SKU025,Water Bottle 1L,Sports & Outdoors,2,10.48,TRUE,20.96
INV101645,245,26-07-2025,SKU008,Denim Jeans,Apparel,5,40.16,TRUE,200.8
INV101646,245,22-08-2025,SKU016,Moisturizing Face Cream,Beauty & Personal Care,5,14.92,FALSE,74.6
INV101646,245,22-08-2025,SKU003,Smartwatch,Electronics,2,132.19,FALSE,264.38
INV101646,245,22-08-2025,SKU001,Wireless Earbuds,Electronics,2,48.04,FALSE,96.08
INV101646,245,22-08-2025,SKU005,Laptop Sleeve,Electronics,3,19.48,FALSE,58.44
INV101647,245,09-02-2026,SKU011,Non-Stick Frying Pan,Home & Kitchen,4,22.44,FALSE,89.76
INV101647,245,09-02-2026,SKU002,Bluetooth Speaker,Electronics,3,34.55,FALSE,103.65
INV101648,245,25-03-2026,SKU026,Bestselling Novel,Books & Stationery,2,13.91,FALSE,27.82
INV101649,245,26-04-2026,SKU023,Camping Tent 2-Person,Sports & Outdoors,5,71.98,FALSE,359.9
INV101650,245,09-06-2026,SKU007,Women's Summer Dress,Apparel,4,39.49,FALSE,157.96
INV101650,245,09-06-2026,SKU006,Men's Casual Shirt,Apparel,1,24.1,FALSE,24.1
INV101650,245,09-06-2026,SKU016,Moisturizing Face Cream,Beauty & Personal Care,5,15.91,FALSE,79.55
INV101650,245,09-06-2026,SKU024,Cycling Helmet,Sports & Outdoors,5,27.5,FALSE,137.5
INV101651,245,25-06-2026,SKU004,USB-C Charging Cable,Electronics,4,10.21,FALSE,40.84
INV101652,245,08-07-2026,SKU004,USB-C Charging Cable,Electronics,3,8.89,TRUE,26.67
INV101653,246,14-12-2024,SKU025,Water Bottle 1L,Sports & Outdoors,1,12.48,FALSE,12.48
